Ticker,EPS,P/E Ratio,PEG Ratio,P/B Ratio,ROE,P/B Ratio,Operating Margin,EBITDA,Industry
MITK,0.83,10.397591,0.72,1.8996258,-0.0323,1.8996258,0.042329997,11767000.0,Software—Application
TYL,10.82,55.707027,3.89,7.87435,0.077259995,7.87435,0.15244001,368943008.0,Software—Application
TBI,0.06,126.666664,-1.29,0.67411745,-0.27524,0.67411745,-0.025190001,969000.0,Staffing & Employment Services
SNCR,1.88,5.7925534,0.9,3.6902747,-0.14009,3.6902747,0.099980004,7794000.0,Software—Infrastructure
NXRT,-0.98,-41.591835,2.96,2.315646,0.09583,2.315646,0.087799996,132499000.0,REIT—Residential
MGPI,5.36,8.4925375,0.78,1.1005005,0.12420999,1.1005005,0.24162,193311008.0,Beverages—Wineries & Distilleries
JAKK,3.8,7.876316,0.67,1.3122588,0.14279,1.3122588,0.2117,47402000.0,Leisure
ITRI,4.89,22.86503,0.9,3.7329726,0.17321,3.7329726,0.119169995,310631008.0,Scientific & Technical Instruments
IIIN,2.81,9.697509,1.66,1.5107833,0.05272,1.5107833,0.03566,35454000.0,Metal Fabrication
ZEUS,2.63,13.144486,0.51,0.7085323,0.047319997,0.7085323,0.016619999,87163000.0,Steel
XYL,4.78,24.99163,1.95,2.7403483,0.08081,2.7403483,0.13498001,1688999936.0,Specialty Industrial Machinery
UDR,0.47,87.87234,4.86,3.9262285,0.02841,3.9262285,0.16603,989297984.0,REIT—Residential
TXRH,7.15,26.226574,1.49,9.561006,0.32825002,9.561006,0.08081,632374976.0,Restaurants
MTN,8.39,19.760427,1.83,8.589265,0.20747,8.589265,-0.70629,819227008.0,Resorts & Casinos
INGR,10.55,12.679621,2.05,2.3540695,0.18461001,2.3540695,0.14004,1118000000.0,Packaged Foods
TPX,2.91,16.436426,2.04,20.16442,1.31961,20.16442,0.13797,739500032.0,"Furnishings, Fixtures & Appliances"
TILE,1.44,16.138887,0.41,3.170532,0.15829,3.170532,0.10722999,171174000.0,Building Products & Equipment
THO,6.46,16.188854,0.14,1.3609568,0.06588,1.3609568,0.053239997,701032000.0,Recreational Vehicles
PLAB,2.2,10.536364,1.1,1.3421342,0.15516,1.3421342,0.24716999,313400000.0,Semiconductor Equipment & Materials
OXM,7.55,9.65298,1.02,1.8403109,0.047709998,1.8403109,0.12505999,218276992.0,Apparel Manufacturing
NTCT,2.22,9.216216,5.44,1.0016645,-0.34258,1.0016645,0.08651,107496000.0,Software—Infrastructure
MWA,1.04,21.067308,2.3,4.311295,0.16350001,4.311295,0.19316,259000000.0,Specialty Industrial Machinery
MSTR,-0.46,-499.36957,-21.83,12.33541,-0.17629999,12.33541,-3.72687,-868441984.0,Software—Application
MPWR,17.2,44.149418,2.16,15.75097,0.20214,15.75097,0.27079,527689984.0,Semiconductors
MMI,0.06,627.6667,-9.7,2.3267019,-0.05424,2.3267019,-0.050809998,-47573000.0,Real Estate Services
LXU,0.62,13.403227,-0.44,1.192766,-0.030150002,1.192766,-0.17417999,80477000.0,Chemicals
KRO,0.97,11.876288,-1.76,1.7107217,0.0023,1.7107217,0.07872,85200000.0,Specialty Chemicals
WWW,1.27,12.094488,3.66,4.6886444,-0.25011998,4.6886444,0.07785,9700000.0,Footwear & Accessories
WTI,-0.39,-5.3589745,0.13,61.47058,-1.68882,61.47058,-0.04368,175280000.0,Oil & Gas E&P
VEEV,6.76,31.47633,2.46,6.6414886,0.13179,6.6414886,0.24622,626924992.0,Health Information Services
UFI,0.65,9.692308,20.4,0.44281998,-0.14788,0.44281998,-0.02182,4121000.0,Textile Manufacturing
STNG,10.54,5.5398483,5.63,0.9724374,0.27290002,0.9724374,0.3797,876211968.0,Oil & Gas Midstream
RMD,10.29,23.739553,1.91,6.9017344,0.23565,6.9017344,0.3163,1632185984.0,Medical Instruments & Supplies
PTC,5.84,31.683218,2.49,7.368191,0.10524999,7.368191,0.18514,592105984.0,Software—Application
PRFT,4.06,18.70936,1.66,4.5880647,0.14302,4.5880647,0.13593,138492992.0,Information Technology Services
OMCL,1.75,27.811428,2.65,1.8242811,-0.0146200005,1.8242811,0.02552,41786000.0,Health Information Services
NVR,529.66,17.255201,2.26,6.5578756,0.38716,6.5578756,0.19681999,2071149952.0,Residential Construction
NR,0.37,17.621622,0.38,1.3214431,0.053590003,1.3214431,0.07429,74407000.0,Oil & Gas Equipment & Services
LYTS,1.22,13.516393,0.7,2.2744827,0.13079001,2.2744827,0.07754,47057000.0,Electronic Components
LXRX,-0.6,-2.0333333,-0.05,1.8373495,-0.9481,1.8373495,-33.60899,-196474000.0,Biotechnology
LPSN,-0.71,-1.690141,-0.24,1.6042781,-1.1186299,1.6042781,-0.22253999,-50081000.0,Software—Application
KEYS,6.97,21.743187,-11.82,5.0280347,0.18031,5.0280347,0.17091,1187000064.0,Scientific & Technical Instruments
IPI,0.06,422.83334,1.76,0.4434927,-0.0688,0.4434927,0.01591,32331000.0,Agricultural Inputs
WOOF,0.07,64.14285,-1.46,1.0858524,-0.75292,1.0858524,0.00162,181110000.0,Specialty Retail
WEX,17.07,10.181019,1.17,4.1233273,0.19598,4.1233273,0.29497,940200000.0,Software—Infrastructure
VNDA,0.02,233.0,-0.26,0.5006446,-0.02019,0.5006446,-0.20101,-26540000.0,Biotechnology
TTGT,1.62,17.5,3.18,3.420608,-0.039330002,3.420608,-0.0077899997,11446000.0,Internet Content & Information
SMSI,0.08,10.125,-0.06,0.20059435,-0.84812,0.20059435,-1.35778,-14790000.0,Software—Application
ROP,20.02,27.01848,3.47,3.1317341,0.08238,3.1317341,0.28142,2732699904.0,Software—Application
OSIS,9.83,13.444558,1.08,2.8080316,0.17633,2.8080316,0.09159,241079008.0,Electronic Components
MYE,1.5,7.8333335,0.52,1.4837732,0.13733,1.4837732,0.118310004,100247000.0,Packaging & Containers
MVIS,-0.41,-2.487805,-0.22,2.7493262,-0.97743,2.7493262,-11.37053,-82510000.0,Scientific & Technical Instruments
MTX,6.81,11.085169,2.22,1.4110544,0.09319,1.4110544,0.15094,374600000.0,Specialty Chemicals
MGA,6.09,6.891626,0.77,1.0120081,0.09034,1.0120081,0.04928,3748999936.0,Auto Parts
KNX,2.1,25.204763,1.66,1.213796,0.0050700004,1.213796,0.03908,947014976.0,Trucking
JOUT,1.7,18.870588,32.26,0.655778,-0.016239999,0.655778,-0.00299,-8056000.0,Leisure
TACT,-0.04,-106.0,-0.74,1.1004412,-0.01334,1.1004412,-0.03776,333000.0,Computer Hardware
SUPN,1.82,18.664835,9.98,1.9529724,0.00558,1.9529724,0.10821,125637000.0,Drug Manufacturers—Specialty & Generic
SEDG,-0.67,-26.402985,0.17,0.47834083,-0.2212,0.47834083,-0.58262,-417128992.0,Solar
RLGT,0.71,9.352113,0.48,1.4513662,0.03954,1.4513662,0.02368,26943000.0,Integrated Freight & Logistics
QUAD,0.98,6.489796,1.48,6.523077,-0.79876,6.523077,0.051269997,227100000.0,Specialty Business Services
QNST,0.84,23.702381,1.47,5.0933743,-0.14029999,5.0933743,0.0336,-14308000.0,Advertising Agencies
PSMT,5.92,14.434121,1.15,2.2727273,0.12455,2.2727273,0.04119,305723008.0,Discount Stores
PRI,20.36,13.479371,1.45,4.3969493,0.21419,4.3969493,0.34573,955451008.0,Insurance—Life
NL,0.86,8.976744,0.98,1.0107358,0.06347,1.0107358,0.04941,16580000.0,Security & Protection Services
MATX,9.7,15.825773,0.85,1.9994009,0.16608,1.9994009,0.2447,625000000.0,Marine Shipping
KELYA,2.91,6.896907,0.54,0.55788743,0.03839,0.55788743,0.02506,112100000.0,Staffing & Employment Services
ICAD,-0.21,-8.666667,-0.46,1.5489362,-0.14859,1.5489362,-0.38735,-4686000.0,Medical Devices
WTS,8.95,21.640223,2.74,3.822757,0.17784001,3.822757,0.18045999,443600000.0,Specialty Industrial Machinery
TTI,0.38,8.631579,0.68,2.7586207,0.048210002,2.7586207,0.08515,80724000.0,Oil & Gas Equipment & Services
TRNS,2.44,39.10246,2.06,3.2657883,0.088120006,3.2657883,0.055069998,39998000.0,Industrial Distribution
SSTK,4.83,6.6521745,0.58,2.1412864,0.06893,2.1412864,0.102749996,144480000.0,Internet Content & Information
SRI,0.61,11.295081,124.82,0.7030612,-0.02712,0.7030612,0.00266,46735000.0,Auto Parts
SAIA,15.96,30.118422,2.25,5.7137256,0.18386999,5.7137256,0.14864,695979008.0,Trucking
SAGE,-4.23,-1.4302601,-0.06,0.6706574,-0.49338,0.6706574,-8.52515,-371152000.0,Biotechnology
QLYS,5.78,20.820068,2.68,10.365202,0.48413,10.365202,0.32324,200456992.0,Software—Infrastructure
OIS,0.27,16.777779,-4.23,0.41747308,-0.029579999,0.41747308,0.041100003,77871000.0,Oil & Gas Equipment & Services
MRCY,0.79,42.0,29.95,1.3087726,-0.09057,1.3087726,0.12117,-31844000.0,Aerospace & Defense
MORN,9.03,36.36877,2.65,8.99507,0.2324,8.99507,0.20285,518300000.0,Financial Data & Stock Exchanges
MERC,-0.07,-92.0,-1.15,0.8331177,-0.31985,0.8331177,0.01841,117355000.0,Paper & Paper Products
LZB,3.37,11.388724,1.65,1.6138257,0.12512,1.6138257,0.06528,207515008.0,"Furnishings, Fixtures & Appliances"
KVHI,-0.12,-38.333332,-0.39,0.6324763,-0.14536001,0.6324763,-0.07983,-2142000.0,Communication Equipment
IONS,-3.63,-10.677685,-0.29,21.461794,-1.05706,21.461794,-0.29341,-330675008.0,Biotechnology
INUV,-0.01,-23.6,-0.16,2.4583333,-0.44979998,2.4583333,-0.09333,-4646264.0,Software—Application
IMO,5.47,12.928702,2.34,1.7052469,0.22167,1.7052469,0.10998,8657000448.0,Oil & Gas Integrated
ICFI,7.74,21.675713,2.38,3.2241762,0.11528,3.2241762,0.08902001,228670000.0,Consulting Services
WOR,2.76,14.065217,0.38,2.1646035,0.02293,2.1646035,-0.0137600005,67130000.0,Metal Fabrication
VSAT,-1.19,-7.983193,0.21,0.24128821,-0.17938,0.24128821,0.05303,587894016.0,Communication Equipment
TDOC,-0.91,-10.120879,0.06,1.0502908,-0.51646,1.0502908,-0.06302,66185000.0,Health Information Services
SRDX,-0.47,-80.063835,-6.7,4.5435886,-0.01214,4.5435886,-0.17695999,1230000.0,Medical Devices
SLP,0.91,30.527472,2.67,3.0534186,0.056479998,3.0534186,0.07764,12296000.0,Health Information Services
REXR,1.31,32.480915,3.54,1.1778872,0.03536,1.1778872,0.39826,588089984.0,REIT—Industrial
RDNT,0.75,88.72,6.67,5.586902,0.045760002,5.586902,0.07725,242182000.0,Diagnostics & Research
ORA,2.34,33.636753,3.84,2.0066795,0.056649998,2.0066795,0.16944,431968992.0,Utilities—Renewable
NEO,0.2,70.0,3.28,1.9542155,-0.083909996,1.9542155,-0.12399,-14237000.0,Diagnostics & Research
MD,1.46,10.417808,0.84,1.4807242,-0.30552998,1.4807242,0.0967,189820000.0,Medical Care Facilities
LAKE,1.83,10.530055,1.06,1.1428741,0.015579999,1.1428741,-0.023139998,5144000.0,Apparel Manufacturing
VSTM,-2.35,-1.6680852,-0.68,5.592012,-1.09967,5.592012,-1.8277,-98762000.0,Biotechnology
USPH,2.93,27.774742,3.54,2.5319686,0.05169,2.5319686,0.11853,83114000.0,Medical Care Facilities
UPLD,0.72,2.9583335,0.3,8.94958,-0.64574,8.94958,-0.07746,36808000.0,Software—Application
TRUE,-0.13,-29.692308,-0.23,2.4680307,-0.18913001,2.4680307,-0.1988,-19154000.0,Internet Content & Information
TLK,1.8,9.716667,0.92,0.012767673,0.19549999,0.012767673,0.28537,67115998511104.0,Telecom Services
STKL,0.22,30.909092,1.82,4.8329782,-0.029189998,4.8329782,0.055770002,68007000.0,Beverages—Non-Alcoholic
SCS,1.14,10.649123,1.21,1.4826577,0.1412,1.4826577,0.05831,221500000.0,"Furnishings, Fixtures & Appliances"
POWL,12.45,22.436144,2.11,7.6671605,0.34235,7.6671605,0.1988,159640992.0,Electrical Equipment & Parts
PDFS,1.04,27.653847,1.79,4.7608013,-0.012150001,4.7608013,0.00634,4432000.0,Software—Application
PAYC,8.81,23.910328,3.35,7.825909,0.32584998,7.825909,0.23206,667798016.0,Software—Application
OLP,0.54,48.796295,4.59,1.7441092,0.106300004,1.7441092,0.39633,49734000.0,REIT—Diversified
KFY,5.36,13.18097,0.98,2.1009278,0.10988,2.1009278,0.10658,329977984.0,Staffing & Employment Services
KAI,10.52,32.640682,4.17,4.674381,0.14532,4.674381,0.18479,224742000.0,Specialty Industrial Machinery
ITCI,0.7,123.62858,-0.42,8.012963,-0.09896,8.012963,-0.22152,-121086000.0,Drug Manufacturers—Specialty & Generic
IDA,5.79,18.281519,3.48,1.7244749,0.0913,1.7244749,0.25696,539923968.0,Utilities—Regulated Electric
ICUI,6.83,25.01025,2.04,2.0474405,-0.034089997,2.0474405,0.04106,265606000.0,Medical Instruments & Supplies
WCC,14.38,13.085535,1.58,1.8285798,0.14033,1.8285798,0.06126,1449500032.0,Industrial Distribution
VIAV,0.55,17.92727,1.66,3.1172936,-0.05431,3.1172936,0.10261,79275000.0,Communication Equipment
JNJ,10.63,15.063971,5.36,5.4944415,0.20889,5.4944415,0.24516001,30182000640.0,Drug Manufacturers—General
SIG,11.48,8.018293,1.06,2.1269467,0.26830998,2.1269467,0.0448,647200000.0,Luxury Goods
JYNT,0.39,28.410257,-3.4,7.153002,-0.49098998,7.153002,-0.06816,7732677.0,Medical Care Facilities
JGCCF,0.8,10.6875,8.18,0.005207969,-0.01429,0.005207969,0.0397,-10766249984.0,Engineering & Construction
JSAIY,1.26,11.015873,2.41,4.730743,0.0194,4.730743,0.059169997,1991000064.0,Grocery Stores
JRONY,2.53,15.707511,3.45,8.69394,0.22017999,8.69394,0.03874,1683750016.0,Food Distribution
JMPLY,5.1,7.684314,0.52,3.0204237,0.043909997,3.0204237,0.03153,501000000.0,Specialty Chemicals
JBFCF,7.64,0.606021,2.63,0.08473801,0.116639994,0.08473801,0.07599,24334155776.0,Restaurants
WDGJF,0.13,13.384616,-7.53,0.4625199,-0.33469,0.4625199,-0.029790001,48900000.0,Oil & Gas Integrated
KNOP,0.42,14.357143,-2.88,0.41104296,0.00324,0.41104296,0.23717,168038000.0,Marine Shipping
KMDA,0.31,19.096775,3.68,1.3039647,0.07045,1.3039647,0.13279,28432000.0,Drug Manufacturers—Specialty & Generic
KMT,1.67,15.281438,3.41,1.5903283,0.08732,1.5903283,0.11796,320361984.0,Tools & Accessories
LRN,6.97,13.395984,0.74,3.2951016,0.22108,3.2951016,0.0538,336724000.0,Education & Training Services
KFRC,2.9,19.25862,1.44,6.1549478,0.31802,6.1549478,0.05297,73285000.0,Staffing & Employment Services
KWR,9.45,17.04656,1.8,1.9892565,0.08809,1.9892565,0.11752,300974016.0,Specialty Chemicals
KUBTY,6.88,9.37064,3.1,0.030097831,0.11046,0.030097831,0.12978,429334003712.0,Farm & Heavy Construction Machinery
WTKWY,5.75,29.667826,3.51,26.32968,0.58571,26.32968,0.23867,1764000000.0,Specialty Business Services
KMTUY,2.72,9.702206,8.25,0.008296193,0.13569,0.008296193,0.14524001,778707009536.0,Farm & Heavy Construction Machinery
KKPNY,0.26,15.076924,-156.8,4.2608695,0.24058,4.2608695,0.26197,2273999872.0,Telecom Services
PPRUY,1.07,23.271027,4.26,0.20484553,0.13932,0.20484553,0.17543,4520000000.0,Luxury Goods
KLBAY,0.58,12.448276,-4.37,4.6550612,0.10746,4.6550612,0.2184,6260360192.0,Paper & Paper Products
KPELF,0.39,11.794872,2.77,0.7924203,0.06836,0.7924203,0.118319996,926835968.0,Conglomerates
KNYJY,1.08,25.314814,2.6,5.519887,0.38582,5.519887,0.11599,1484400000.0,Specialty Industrial Machinery
KDCXF,0.06,19.5,-0.07,0.24278897,-0.12991999,0.24278897,-0.1576,2068000.0,Information Technology Services
SLB,3.67,10.833787,0.85,2.6101227,0.21722999,2.6101227,0.17959999,8130999808.0,Oil & Gas Equipment & Services
RIG,0.25,16.96,-0.12,0.36310694,-0.06064,0.36310694,0.15612,948000000.0,Oil & Gas Drilling
SSYS,0.31,23.64516,23.83,0.6130813,-0.1285,0.6130813,-0.17652,-23706000.0,Computer Hardware
RLJ,0.19,46.157898,0.48,0.68483526,0.027980002,0.68483526,0.15531999,326142016.0,REIT—Hotel & Motel
TROX,0.94,12.765958,-246.34,0.9905894,0.01858,0.9905894,0.06716,459000000.0,Chemicals
SOL,0.54,4.5555553,0.49,0.41095892,-0.047470003,0.41095892,0.098450005,2410000.0,Solar
SUN,6.1,8.3459015,0.34,1.5989823,0.33665,1.5989823,0.03272,1012000000.0,Oil & Gas Refining & Marketing
SPH,2.15,8.734883,3.13,1.9808038,0.16431999,1.9808038,0.02728,259235008.0,Utilities—Regulated Gas
TNK,13.49,3.460341,-0.26,0.9190785,0.26669002,0.9190785,0.24012,459263008.0,Oil & Gas Midstream
NMM,18.68,2.8602784,0.12,0.55856985,0.14467,0.55856985,0.34374002,630971008.0,Marine Shipping
MPLX,4.4,10.047727,1.51,3.3558524,0.31564,3.3558524,0.40117002,5640000000.0,Oil & Gas Midstream
WIT,0.29,22.413794,4.44,0.041504905,0.15557,0.041504905,0.16835,166265995264.0,Information Technology Services
SSL,2.93,1.9522183,-2.57,0.025415896,-0.25359,0.025415896,0.18169,57878999040.0,Specialty Chemicals
RDWR,0.9,24.1,9.5,2.9700124,-0.00674,2.9700124,0.0022,-6902000.0,Software—Infrastructure
LXP,-0.02,-461.00003,-62.93,1.3300635,0.01636,1.3300635,0.14218001,242256000.0,REIT—Industrial
TPL,73.12,16.036924,2.89,22.339449,0.4276,22.339449,0.77388,546017984.0,Oil & Gas E&P
WNS,4.73,10.031713,1.58,2.7913406,0.15377,2.7913406,0.12936,232316000.0,Information Technology Services
TSEM,2.33,18.0,1.35,1.8445705,0.2163,1.8445705,0.13918,433851008.0,Semiconductors
SHOO,3.0,14.916667,1.7,4.0199423,0.21937999,4.0199423,0.10203,263004000.0,Footwear & Accessories
PERI,0.19,43.210526,-0.51,0.55111766,0.11417,0.55111766,-0.041149996,87048000.0,Internet Content & Information
NICE,12.17,14.125719,0.98,3.1610982,0.11894,3.1610982,0.19389999,670956032.0,Software—Application
TRMB,3.02,20.268211,2.2,2.663157,0.30337,2.663157,0.07729,766300032.0,Scientific & Technical Instruments
SILC,-1.44,-9.479166,-0.75,0.58973473,-0.23697,0.58973473,-0.21542,-9951000.0,Communication Equipment
NVCR,-1.5,-10.786667,-0.2,4.8486667,-0.39705002,4.8486667,-0.20692,-140611008.0,Medical Devices
MRTN,0.51,31.09804,4.84,1.685441,0.04445,1.685441,0.01427,156227008.0,Trucking
LOGI,4.65,17.946236,2.16,5.999712,0.33401,5.999712,0.1451,754233984.0,Computer Hardware
SLAB,2.48,42.83468,-18.14,3.1381643,-0.16848,3.1381643,-0.33034,-106201000.0,Semiconductors
LFUS,10.19,24.478903,2.83,2.4057019,0.07829,2.4057019,0.15718001,418755008.0,Electronic Components
MMYT,1.95,52.91795,75.74,9.925934,0.22604999,9.925934,0.12376001,100604000.0,Travel Services
LTRX,0.58,6.8275867,0.42,1.8435755,-0.05684,1.8435755,0.02217,6029000.0,Communication Equipment
RDCM,0.83,12.807229,0.91,1.8754411,0.05804,1.8754411,0.05946,1441000.0,Telecom Services
LMAT,2.07,45.83575,7.96,6.4412766,0.13335,6.4412766,0.23983999,59203000.0,Medical Instruments & Supplies
LIQT,-0.83,-2.0671084,-0.05,0.8135135,-0.56512,0.8135135,-0.46522,-5178172.0,Pollution & Treatment Controls
LQDT,1.2,17.991667,-1.31,3.8327713,0.121400006,3.8327713,0.09498,32024000.0,Internet Retail
MDWD,-2.22,-8.2747755,-0.07,9.547817,-0.75658,9.547817,-0.88564,-14503000.0,Biotechnology
CNXC,12.31,3.372055,0.88,0.6411999,0.05799,0.6411999,0.07953,1454147968.0,Information Technology Services
SPRO,-1.3,-0.9076923,-0.03,0.7919463,0.25805,0.7919463,-1.86928,21008000.0,Biotechnology
NVMI,7.24,25.551107,1.69,6.377207,0.20434,6.377207,0.29082,167844000.0,Semiconductor Equipment & Materials
MESO,-0.55,-15.41818,-0.25,20.142517,-0.17909999,20.142517,-12.485279,-56077000.0,Biotechnology
LIVN,3.62,14.1243105,-3.41,2.1192906,0.01868,2.1192906,0.14088,212630000.0,Medical Devices
TTNDY,3.5,20.711428,1.65,21.245604,0.17593999,21.245604,0.08461001,1497122944.0,Tools & Accessories
SPPJY,0.42,6.9047623,-0.74,0.715696,-0.03497,0.715696,0.05547,195000000.0,Paper & Paper Products
LUNMF,0.69,14.188406,-0.93,1.5296875,0.050440002,1.5296875,0.2274,1310680064.0,Copper
TMTNF,4.72,18.81356,6.87,2.5862825,0.19652,2.5862825,0.13054,865073984.0,Industrial Distribution
NPSNY,4.26,11.215961,0.5,0.48676625,0.15916,0.48676625,-0.14048,-362000000.0,Internet Content & Information
SPKKY,0.55,15.672727,3.61,9.840182,0.17904,9.840182,0.18938999,930000000.0,Telecom Services
SOIEF,6.42,4.3613706,-0.56,0.6895193,0.19966999,0.6895193,0.15358,703281984.0,Marine Shipping
MDT,5.85,15.396582,2.97,2.4091904,0.07948,2.4091904,0.17511,9013000192.0,Medical Devices
MBLY,0.47,33.12766,2.5,0.8410306,-0.01518,0.8410306,-0.21412,-129000000.0,Auto Parts
MANU,-0.54,-30.907408,12498.8,19.497663,-0.90949,19.497663,-0.2059,148444992.0,Entertainment
MLR,6.18,10.739483,0.69,2.0010855,0.20613001,2.0010855,0.0762,110683000.0,Auto Parts
TITN,-0.44,-31.181818,2.74,0.4741007,0.094390005,0.4741007,0.02718,162004992.0,Industrial Distribution
SMP,3.42,9.3742695,1.5,1.0900685,0.096219994,1.0900685,0.10059,168492992.0,Auto Parts
MED,0.64,29.03125,0.83,0.96399295,0.15009,0.96399295,-0.046729997,47341000.0,Personal Services
MSA,8.26,19.809927,1.18,5.8914814,0.27843,5.8914814,0.23077999,477632000.0,Security & Protection Services
MLI,5.3,15.369811,1.31,3.4591703,0.24042,3.4591703,0.20444,771766976.0,Metal Fabrication
IDN,0.07,35.0,-6.37,2.7590091,-0.01784,2.7590091,-0.04602,65000.0,Software—Application
MOMO,1.23,5.7723575,-39.71,0.11015437,0.12402,0.11015437,0.15793,2174925056.0,Internet Content & Information
MGRC,6.0,19.226667,3.53,2.5886946,0.22419001,2.5886946,0.27996,255120992.0,Rental & Leasing Services
MGNX,-2.57,-1.5058366,0.01,4.1973968,-1.18914,4.1973968,-5.38863,-189284992.0,Biotechnology
MTLS,0.27,22.962961,0.41,1.4821898,0.04119,1.4821898,0.06282,34251000.0,Software—Application
MKSI,7.49,13.431242,0.69,3.031947,0.00338,3.031947,0.14769,862000000.0,Scientific & Technical Instruments
SUM,2.14,22.350468,1.95,1.8887968,0.04364,1.8887968,0.17483,842593024.0,Building Materials
MCHX,-0.01,-176.0,-3.07,2.0902612,-0.13424,2.0902612,-0.0598,-1300000.0,Advertising Agencies
MEIP,-3.71,-0.82749325,5.4,0.61945117,0.61682,0.61945117,0.39813,26380000.0,Biotechnology
OUT,0.84,21.154762,1.24,4.436954,0.29656,4.436954,0.17327,379600000.0,REIT—Specialty
TMICY,2.04,25.51961,2.5,0.06704806,0.10695,0.06704806,0.17942,68593000448.0,Software—Infrastructure
MZDAF,1.92,3.5416667,4911.42,0.0023984918,0.13372,0.0023984918,0.04177,385713995776.0,Auto Manufacturers
NXPI,15.19,15.707045,1.83,6.7459283,0.31456,6.7459283,0.28846002,4696000000.0,Semiconductors
QGEN,2.28,18.894737,3.05,2.8116436,0.020680001,2.8116436,-0.32307,364742016.0,Diagnostics & Research
NKTR,-0.68,-1.8088236,0.19,2.8406467,-1.2802,2.8406467,-1.55328,-128688000.0,Biotechnology
STM,2.16,12.347221,-1.06,1.368956,0.12512,1.368956,0.115959994,4203000064.0,Semiconductors
SNN,1.34,18.835821,1.69,4.23561,0.05844,4.23561,0.11602,1076000000.0,Medical Devices
OFIX,-0.1,-169.59999,-7.49,1.181552,-0.2032,1.181552,-0.10994001,26011000.0,Medical Devices
NSP,3.85,19.527273,1.47,25.773054,1.1472499,25.773054,0.00064000004,184791008.0,Staffing & Employment Services
NSSC,2.01,19.199005,16.45,7.955061,0.31228,7.955061,0.31105,57672000.0,Security & Protection Services
NSRGY,5.5,17.247272,2.15,7.5327563,0.32683998,7.5327563,0.17229,18229999616.0,Packaged Foods
NNBR,-0.01,-316.5,-1.31,1.4831302,-0.17681,1.4831302,-0.033010002,28906000.0,Conglomerates
NSRGF,5.33,17.801125,7.29,7.534344,0.32683998,7.534344,0.17229,18229999616.0,Packaged Foods
NGLOY,1.22,12.737704,-1.3,0.7817688,-0.02244,0.7817688,0.23146999,9358999552.0,Other Industrial Metals & Mining
ASMIY,19.62,28.564219,1.52,8.022072,0.16667,8.022072,0.26699,842299008.0,Semiconductor Equipment & Materials
TMOAF,0.14,39.642857,14.87,4.305663,-0.1349,4.305663,-0.02921,7741000.0,Software—Application
SNNUF,1.05,13.647619,1.47,2.4047658,0.05844,2.4047658,0.11602,1076000000.0,Medical Devices
SBFFF,2.22,8.252252,-0.38,0.87722653,0.095649995,0.87722653,0.22342,1140999936.0,Oil & Gas Equipment & Services
PPAAF,0.01,8.8,0.32,0.7927928,0.12782,0.7927928,0.12534,962697920.0,Utilities—Regulated Gas
OSUR,-0.2,-20.85,-1.07,0.7301699,0.06594,0.7301699,-0.00063,31481000.0,Medical Instruments & Supplies
VSTO,4.68,9.399573,3.48,2.1643295,-0.00548,2.1643295,0.105100006,363577984.0,Leisure
PDM,-0.1,-98.8,-6.21,0.7522461,-0.0454,0.7522461,0.13574,239044000.0,REIT—Office
IOT,0.26,177.76924,3.22,26.655134,-0.27858,26.655134,-0.19385,-215899008.0,Software—Infrastructure
CABO,37.0,9.72919,1.33,1.07581,0.11474,1.07581,0.29934,847702016.0,Telecom Services
OOMA,0.66,18.530302,0.43,4.0045843,-0.06607,4.0045843,-0.02341,3870000.0,Software—Application
OPRX,0.49,10.510204,0.29,0.7797124,-0.15129,0.7797124,-0.19929,-6618187.0,Health Information Services
OMRNY,1.78,22.337078,1.09,0.009746192,-0.01495,0.009746192,0.03411,56898998272.0,Electronic Components
OCANF,0.26,10.730769,-2.22,1.1434426,0.00238,1.1434426,0.09315,332600000.0,Gold
SAXPF,2.74,16.423357,-0.96,3.2355478,0.16254,3.2355478,0.19740999,1935000064.0,Insurance—Diversified
OGFGF,0.38,17.236843,2.7,1.185735,0.15185,1.185735,0.026700001,1296999936.0,Utilities—Diversified
PSX,10.75,11.163721,-2.18,1.7255957,0.11121,1.7255957,0.00183,5571999744.0,Oil & Gas Refining & Marketing
RIO,6.82,9.579179,7.08,1.9186492,0.19718,1.9186492,0.28796,19644999680.0,Other Industrial Metals & Mining
PSA,10.65,30.390612,56.93,10.77466,0.19163999,10.77466,0.47022998,3353046016.0,REIT—Industrial
UL,3.5,17.52,3.71,7.5350213,0.32369,7.5350213,0.19677,11946999808.0,Household & Personal Products
PNR,4.85,20.303093,1.61,4.6502953,0.20408002,4.6502953,0.21039,978700032.0,Specialty Industrial Machinery
PSO,0.86,17.302326,2.23,2.6676228,0.08776,2.6676228,0.13455,620000000.0,Publishing
PUK,1.5,11.046666,1.98,2.8075228,0.054819997,2.8075228,0.26948,3760000000.0,Insurance—Life
STE,10.06,22.383696,2.42,3.5010417,0.08967,3.5010417,0.16871001,1345448960.0,Medical Devices
UGP,0.38,9.210526,2.68,0.26727757,0.21499,0.26727757,0.026659999,5727482880.0,Oil & Gas Refining & Marketing
PSIX,2.82,7.56383,0.31,19.786642,19.31897,19.786642,0.1903,61539000.0,Specialty Industrial Machinery
POWI,1.8,34.905556,2.33,4.881896,0.057210002,4.881896,0.01844,55695000.0,Semiconductors
